order_id,customer_id,archetype,previous_orders,previous_delivered_orders,previous_rto_orders,previous_cancelled_orders,customer_rto_rate,customer_success_rate,days_since_first_order,order_value,number_of_items,product_category,discount_percentage,payment_method,cod_selected,pincode,pincode_rto_rate,address_completeness,address_changes,city_state_match,checkout_attempts,checkout_duration,cart_revisions,quantity_changes,payment_attempts,session_duration,intent_score,device_linked_accounts,true_rto_probability,is_rto
ORD_039901,CUS_17995,SERIAL_RETURNER,4,1,2,1,0.5,0.25,242,2791,1,HOME,15,COD,1,282001,0.32,0.75,1,1,1,108,0,1,1,280,30.0,3,0.8196,1
ORD_039903,CUS_16275,OCCASIONAL_RTO,8,7,1,0,0.125,0.875,677,2911,2,HOME,5,COD,1,247001,0.36,0.71,0,0,1,253,0,1,1,725,56.0,1,0.5587,1
ORD_039904,CUS_11111,LEGITIMATE,35,34,1,0,0.0286,0.9714,306,7283,3,ELECTRONICS,0,UPI,0,700001,0.12,0.82,1,1,1,78,0,0,1,164,80.0,1,0.0031,0
ORD_039905,CUS_08281,SERIAL_RETURNER,11,6,4,1,0.3636,0.5455,194,785,1,FASHION,30,CARD,0,302001,0.18,0.79,1,1,3,119,2,3,1,304,32.0,3,0.1029,0
ORD_039906,CUS_13265,ABUSE_RING,15,2,11,2,0.7333,0.1333,476,878,1,ACCESSORIES,15,COD,1,282001,0.32,0.63,0,1,1,62,3,4,2,208,30.0,4,0.9656,1
ORD_039907,CUS_07740,ABUSE_RING,14,2,11,1,0.7857,0.1429,715,1743,1,FASHION,0,COD,1,800001,0.34,0.53,0,1,1,112,1,0,2,292,30.0,5,0.9781,1
ORD_039908,CUS_03501,OCCASIONAL_RTO,20,15,3,2,0.15,0.75,252,678,2,BEAUTY,30,UPI,0,560038,0.09,0.79,0,1,2,204,1,0,1,536,71.0,2,0.0183,0
ORD_039910,CUS_12901,SERIAL_RETURNER,24,9,14,1,0.5833,0.375,628,2020,2,HOME,15,COD,1,201309,0.19,0.71,0,1,1,54,0,1,2,347,38.0,1,0.6915,1
ORD_039912,CUS_04672,LEGITIMATE,20,18,1,1,0.05,0.9,728,1317,2,BEAUTY,5,CARD,0,500001,0.11,0.92,0,1,1,159,0,1,1,334,93.0,1,0.0045,0
ORD_039913,CUS_15285,LEGITIMATE,7,7,0,0,0.0,1.0,210,822,1,ACCESSORIES,30,COD,1,560001,0.08,0.82,0,1,1,108,0,0,1,506,85.0,1,0.1102,0
ORD_039914,CUS_14148,LEGITIMATE,17,17,0,0,0.0,1.0,587,1822,1,BEAUTY,0,COD,1,400001,0.09,0.99,0,1,1,164,0,0,1,557,93.0,1,0.0598,0
ORD_039915,CUS_12638,LEGITIMATE,11,10,0,1,0.0,0.9091,437,2169,2,ACCESSORIES,5,COD,1,700001,0.12,0.93,0,1,1,183,0,0,1,275,88.0,1,0.0431,0
ORD_039916,CUS_17822,LEGITIMATE,20,20,0,0,0.0,1.0,422,3336,1,FASHION,10,UPI,0,110016,0.07,0.95,0,1,1,68,0,0,1,443,93.0,1,0.0037,0
ORD_039918,CUS_07312,SERIAL_RETURNER,19,7,11,1,0.5789,0.3684,218,3112,1,FASHION,20,COD,1,452001,0.21,0.65,1,1,1,156,2,0,2,467,38.0,3,0.8916,1
ORD_039919,CUS_06950,LEGITIMATE,22,21,0,1,0.0,0.9545,6,2667,1,ACCESSORIES,15,COD,1,400050,0.08,0.85,0,1,2,139,0,1,1,424,89.0,1,0.054,0
ORD_039920,CUS_13682,LEGITIMATE,11,11,0,0,0.0,1.0,570,862,1,BEAUTY,10,COD,1,600001,0.1,0.99,0,1,1,180,0,1,1,413,93.0,1,0.0599,0
ORD_039921,CUS_16886,SERIAL_RETURNER,18,7,8,3,0.4444,0.3889,532,3201,1,ELECTRONICS,20,UPI,0,800001,0.34,0.58,0,1,1,134,2,0,2,262,38.0,3,0.1011,0
ORD_039922,CUS_01289,ABUSE_RING,5,1,3,1,0.6,0.2,682,2761,1,HOME,10,COD,1,160017,0.12,0.35,3,0,2,55,1,0,1,181,22.0,9,0.9663,1
ORD_039924,CUS_01087,ABUSE_RING,5,2,3,0,0.6,0.4,636,2673,2,HOME,10,COD,1,800001,0.34,0.42,0,0,1,41,3,4,1,117,12.0,7,0.9902,1
ORD_039925,CUS_09468,LEGITIMATE,18,17,0,1,0.0,0.9444,499,885,1,HOME,20,UPI,0,500001,0.11,0.81,0,1,1,77,0,0,1,154,85.0,1,0.0027,0
ORD_039926,CUS_03359,OCCASIONAL_RTO,8,6,1,1,0.125,0.75,365,1048,1,BEAUTY,0,COD,1,411001,0.11,0.7,0,1,1,288,1,0,1,382,69.0,1,0.1686,0
ORD_039927,CUS_13287,OCCASIONAL_RTO,12,10,2,0,0.1667,0.8333,213,1658,4,ACCESSORIES,0,COD,1,226010,0.24,0.82,1,1,1,154,0,1,2,623,70.0,1,0.241,0
ORD_039928,CUS_06356,ABUSE_RING,14,2,10,2,0.7143,0.1429,22,3473,2,FASHION,30,COD,1,834001,0.33,0.47,0,1,1,91,3,4,1,129,18.0,9,0.9911,1
ORD_039929,CUS_00712,LEGITIMATE,9,9,0,0,0.0,1.0,88,1171,1,BEAUTY,20,CARD,0,500001,0.11,0.81,0,1,1,190,0,1,1,485,85.0,1,0.0066,0
ORD_039931,CUS_00014,LEGITIMATE,27,27,0,0,0.0,1.0,598,1793,1,ACCESSORIES,20,COD,1,700001,0.12,0.86,0,1,1,67,0,0,1,347,88.0,1,0.0365,0
ORD_039932,CUS_14690,ABUSE_RING,2,1,1,0,0.5,0.5,729,2131,1,HOME,0,COD,1,282001,0.32,0.53,0,1,2,63,5,4,1,87,26.0,7,0.9529,1
ORD_039933,CUS_12564,LEGITIMATE,26,26,0,0,0.0,1.0,681,907,2,BEAUTY,40,COD,1,560001,0.08,0.81,0,1,1,169,0,0,1,363,85.0,1,0.0545,0
ORD_039934,CUS_16329,LEGITIMATE,28,27,0,1,0.0,0.9643,427,1737,3,BEAUTY,0,UPI,0,600001,0.1,0.91,1,1,1,55,0,0,1,246,93.0,1,0.0023,0
ORD_039935,CUS_12005,SERIAL_RETURNER,18,9,7,2,0.3889,0.5,117,2827,2,ELECTRONICS,5,COD,1,302001,0.18,0.71,0,0,1,91,1,2,1,153,46.0,1,0.3962,0
ORD_039938,CUS_08639,LEGITIMATE,9,8,0,1,0.0,0.8889,106,3685,4,FASHION,40,COD,1,560038,0.09,0.96,0,1,1,117,0,0,1,280,93.0,1,0.1493,0
ORD_039939,CUS_05538,LEGITIMATE,2,2,0,0,0.0,1.0,490,1024,1,HOME,30,CARD,0,500001,0.11,0.85,0,1,1,127,1,0,1,388,83.0,1,0.0051,0
ORD_039940,CUS_08785,LEGITIMATE,9,8,1,0,0.1111,0.8889,559,1797,1,FASHION,5,COD,1,560038,0.09,0.94,0,1,1,121,0,0,1,202,83.0,1,0.0466,0
ORD_039941,CUS_12582,OCCASIONAL_RTO,19,15,3,1,0.1579,0.7895,179,453,2,ACCESSORIES,30,CARD,0,560038,0.09,0.88,0,1,1,102,0,0,1,525,83.0,2,0.0156,0
ORD_039942,CUS_07876,SERIAL_RETURNER,13,7,6,0,0.4615,0.5385,182,2535,1,ACCESSORIES,5,COD,1,834001,0.33,0.78,0,1,1,22,2,2,1,131,32.0,2,0.8589,1
ORD_039945,CUS_07429,LEGITIMATE,15,14,0,1,0.0,0.9333,350,7696,1,ELECTRONICS,15,COD,1,110001,0.09,0.89,0,1,1,148,0,0,1,215,93.0,1,0.0835,0
ORD_039946,CUS_09579,LEGITIMATE,19,19,0,0,0.0,1.0,692,1297,1,HOME,30,COD,1,600001,0.1,0.88,0,1,1,137,0,0,1,281,93.0,1,0.038,0
ORD_039947,CUS_11515,SERIAL_RETURNER,9,4,4,1,0.4444,0.4444,551,2259,1,ACCESSORIES,15,COD,1,201017,0.28,0.77,0,1,1,56,0,1,1,231,46.0,1,0.5918,1
ORD_039948,CUS_12304,LEGITIMATE,26,26,0,0,0.0,1.0,378,1642,3,BEAUTY,0,CARD,0,560001,0.08,0.86,0,1,2,71,1,0,1,285,89.0,1,0.0038,0
ORD_039950,CUS_06815,LEGITIMATE,15,15,0,0,0.0,1.0,11,2229,1,HOME,15,COD,1,560001,0.08,0.87,0,1,1,118,1,0,1,238,93.0,1,0.071,0
ORD_039954,CUS_03928,LEGITIMATE,26,25,0,1,0.0,0.9615,477,3496,2,HOME,5,UPI,0,110001,0.09,0.98,0,1,2,138,0,0,1,417,89.0,1,0.0031,0
ORD_039955,CUS_10537,LEGITIMATE,2,1,0,1,0.0,0.5,175,1095,2,BEAUTY,30,CARD,0,560038,0.09,0.83,0,1,1,52,1,0,1,243,65.0,1,0.0113,0
ORD_039957,CUS_05753,OCCASIONAL_RTO,13,9,3,1,0.2308,0.6923,537,1839,1,ACCESSORIES,20,UPI,0,110070,0.08,0.74,1,1,1,60,2,0,1,504,65.0,2,0.0134,0
ORD_039959,CUS_17459,LEGITIMATE,25,24,0,1,0.0,0.96,685,3409,5,HOME,10,COD,1,400050,0.08,0.91,0,1,1,158,0,1,1,386,93.0,1,0.0629,0
ORD_039960,CUS_09353,LEGITIMATE,30,29,0,1,0.0,0.9667,5,1962,2,ACCESSORIES,20,COD,1,110001,0.09,0.99,0,1,1,109,0,0,1,432,93.0,1,0.0485,0
ORD_039961,CUS_16253,LEGITIMATE,30,29,1,0,0.0333,0.9667,117,2526,3,FASHION,10,CARD,0,500001,0.11,0.79,0,1,1,56,0,1,1,208,85.0,1,0.0028,0
ORD_039962,CUS_05468,LEGITIMATE,16,16,0,0,0.0,1.0,131,2809,2,ACCESSORIES,15,UPI,0,560038,0.09,0.83,0,1,2,113,0,0,1,273,81.0,1,0.0029,0
ORD_039963,CUS_11939,LEGITIMATE,11,11,0,0,0.0,1.0,553,1077,2,BEAUTY,40,COD,1,500001,0.11,0.86,0,1,2,125,2,0,1,189,89.0,1,0.0425,0
ORD_039964,CUS_00676,LEGITIMATE,33,32,0,1,0.0,0.9697,41,3111,3,ACCESSORIES,0,COD,1,700001,0.12,0.98,0,1,1,183,0,0,1,285,88.0,1,0.0972,0
ORD_039967,CUS_10183,OCCASIONAL_RTO,8,5,2,1,0.25,0.625,444,7375,2,ELECTRONICS,15,COD,1,201309,0.19,0.67,1,1,1,285,0,0,1,795,54.0,1,0.477,0
ORD_039969,CUS_06411,LEGITIMATE,2,1,1,0,0.5,0.5,259,4963,1,ELECTRONICS,20,COD,1,560001,0.08,0.88,0,1,1,201,0,1,1,577,51.0,1,0.7428,1
ORD_039970,CUS_17292,LEGITIMATE,17,16,1,0,0.0588,0.9412,68,2168,3,FASHION,0,COD,1,110070,0.08,0.86,0,1,1,193,0,0,1,523,93.0,1,0.053,0
ORD_039971,CUS_12649,LEGITIMATE,6,6,0,0,0.0,1.0,666,1963,3,ELECTRONICS,20,COD,1,110001,0.09,0.9,0,1,1,185,0,0,1,329,93.0,1,0.0737,0
ORD_039972,CUS_10245,OCCASIONAL_RTO,11,7,2,2,0.1818,0.6364,120,1623,3,BEAUTY,30,CARD,0,452001,0.21,0.78,0,1,1,258,0,2,1,314,64.0,2,0.0269,0
ORD_039974,CUS_02733,LEGITIMATE,25,24,0,1,0.0,0.96,54,3105,1,ACCESSORIES,10,CARD,0,560038,0.09,0.94,1,1,1,51,0,0,1,183,93.0,1,0.0022,0
ORD_039976,CUS_04072,LEGITIMATE,26,26,0,0,0.0,1.0,318,1554,1,FASHION,5,COD,1,110001,0.09,0.81,0,1,1,182,2,0,1,383,85.0,1,0.078,0
ORD_039978,CUS_10063,SERIAL_RETURNER,22,6,14,2,0.6364,0.2727,185,4040,2,ELECTRONICS,10,COD,1,834001,0.33,0.7,1,1,1,49,4,2,2,320,30.0,2,0.8411,1
ORD_039979,CUS_08916,OCCASIONAL_RTO,11,7,2,2,0.1818,0.6364,331,686,1,FASHION,10,COD,1,500001,0.11,0.68,1,1,1,147,2,0,1,295,75.0,1,0.3261,0
ORD_039980,CUS_05027,LEGITIMATE,11,11,0,0,0.0,1.0,535,606,3,ACCESSORIES,0,UPI,0,400050,0.08,0.96,0,1,1,72,1,0,1,413,93.0,1,0.0037,0
ORD_039981,CUS_12593,OCCASIONAL_RTO,18,12,4,2,0.2222,0.6667,160,8480,3,ELECTRONICS,0,UPI,0,842001,0.38,0.57,0,1,1,37,0,2,1,307,46.0,1,0.0549,0
ORD_039983,CUS_14825,LEGITIMATE,5,4,1,0,0.2,0.8,137,3329,1,ACCESSORIES,30,UPI,0,600001,0.1,0.88,1,1,1,152,2,0,1,337,73.0,1,0.0214,0
ORD_039984,CUS_02899,LEGITIMATE,27,25,1,1,0.037,0.9259,243,3361,1,ACCESSORIES,0,COD,1,110016,0.07,0.84,0,1,1,85,0,0,1,158,85.0,1,0.061,0
ORD_039985,CUS_05049,OCCASIONAL_RTO,3,1,1,1,0.3333,0.3333,725,3457,1,ACCESSORIES,5,COD,1,380001,0.14,0.86,0,1,1,103,0,1,1,472,54.0,1,0.6629,1
ORD_039986,CUS_08600,LEGITIMATE,14,13,0,1,0.0,0.9286,273,1103,1,BEAUTY,10,COD,1,560038,0.09,0.85,0,1,1,91,1,1,1,167,93.0,1,0.0533,0
ORD_039989,CUS_10169,OCCASIONAL_RTO,17,12,4,1,0.2353,0.7059,622,2108,4,BEAUTY,30,COD,1,834001,0.33,0.69,2,1,1,144,2,1,1,669,52.0,2,0.4552,0
ORD_039990,CUS_12981,LEGITIMATE,35,35,0,0,0.0,1.0,700,5393,1,ELECTRONICS,5,UPI,0,110016,0.07,0.79,0,1,1,173,0,0,1,249,85.0,1,0.0013,0
ORD_039992,CUS_16648,LEGITIMATE,19,17,1,1,0.0526,0.8947,70,5024,1,ELECTRONICS,5,UPI,0,110016,0.07,0.98,0,1,1,208,1,1,1,362,93.0,1,0.0034,0
ORD_039993,CUS_13740,OCCASIONAL_RTO,14,12,2,0,0.1429,0.8571,60,402,4,ACCESSORIES,5,UPI,0,842001,0.38,0.72,0,1,1,98,2,0,1,256,62.0,1,0.0348,0
ORD_039994,CUS_10768,LEGITIMATE,27,27,0,0,0.0,1.0,175,2898,1,HOME,30,COD,1,560038,0.09,0.93,1,1,1,58,0,1,1,283,93.0,1,0.0531,0
ORD_039995,CUS_10076,OCCASIONAL_RTO,12,8,2,2,0.1667,0.6667,355,516,3,FASHION,20,COD,1,201309,0.19,0.89,0,1,2,233,0,1,1,310,74.0,1,0.1748,0
ORD_039996,CUS_08856,LEGITIMATE,18,18,0,0,0.0,1.0,211,3492,2,ELECTRONICS,0,UPI,0,700001,0.12,0.97,0,1,1,46,2,0,1,436,88.0,1,0.0025,0
ORD_039997,CUS_10261,LEGITIMATE,14,13,0,1,0.0,0.9286,687,2012,2,FASHION,5,COD,1,700001,0.12,0.97,0,1,1,206,0,0,1,408,88.0,1,0.0451,0
ORD_039998,CUS_06552,OCCASIONAL_RTO,7,5,1,1,0.1429,0.7143,112,1865,1,ACCESSORIES,30,COD,1,842001,0.38,0.87,0,1,1,246,0,2,1,321,64.0,1,0.2421,0
ORD_039999,CUS_04542,SERIAL_RETURNER,10,3,6,1,0.6,0.3,339,2014,1,HOME,0,COD,1,411001,0.11,0.42,1,1,3,161,1,0,1,467,17.0,2,0.9321,1
ORD_040000,CUS_17894,LEGITIMATE,22,21,0,1,0.0,0.9545,599,3356,3,FASHION,30,CARD,0,400001,0.09,0.84,0,1,1,77,0,0,1,396,85.0,1,0.0055,0
ORD_040001,CUS_11694,SERIAL_RETURNER,22,8,13,1,0.5909,0.3636,725,1127,2,ACCESSORIES,0,UPI,0,452001,0.21,0.71,0,0,2,64,1,0,1,222,34.0,3,0.1734,0
ORD_040002,CUS_02681,ABUSE_RING,4,1,2,1,0.5,0.25,486,2978,1,HOME,5,COD,1,141001,0.26,0.38,2,1,3,93,0,0,1,153,12.0,9,0.9821,1
ORD_040004,CUS_03119,OCCASIONAL_RTO,13,8,3,2,0.2308,0.6154,323,2701,2,HOME,15,COD,1,380001,0.14,0.65,0,1,1,158,0,0,1,291,60.0,1,0.1899,0
ORD_040005,CUS_08319,SERIAL_RETURNER,16,8,7,1,0.4375,0.5,628,2354,1,ACCESSORIES,20,UPI,0,800001,0.34,0.4,0,1,1,54,2,3,1,281,26.0,3,0.141,0
ORD_040006,CUS_15596,LEGITIMATE,28,26,1,1,0.0357,0.9286,332,2742,2,ELECTRONICS,10,UPI,0,400001,0.09,0.93,0,1,1,62,1,0,1,351,93.0,1,0.0034,0
ORD_040007,CUS_02504,OCCASIONAL_RTO,15,13,2,0,0.1333,0.8667,260,6965,1,ELECTRONICS,5,COD,1,160017,0.12,0.81,0,0,1,160,1,0,1,573,70.0,2,0.43,0
ORD_040009,CUS_05870,OCCASIONAL_RTO,11,8,2,1,0.1818,0.7273,720,2901,2,FASHION,20,COD,1,800001,0.34,0.55,0,1,2,131,2,0,2,518,58.0,1,0.3347,0
ORD_040010,CUS_07806,ABUSE_RING,12,2,9,1,0.75,0.1667,646,4154,1,FASHION,20,COD,1,282001,0.32,0.43,0,1,4,39,1,3,3,144,5.0,7,0.9968,1
ORD_040012,CUS_00026,LEGITIMATE,6,5,0,1,0.0,0.8333,339,428,1,ACCESSORIES,30,COD,1,600001,0.1,0.88,0,1,1,65,2,0,1,273,93.0,1,0.1772,0
ORD_040013,CUS_04865,SERIAL_RETURNER,16,10,6,0,0.375,0.625,302,569,5,FASHION,30,COD,1,380001,0.14,0.54,1,1,1,123,1,0,2,415,46.0,1,0.3397,0
ORD_040014,CUS_07642,OCCASIONAL_RTO,20,16,4,0,0.2,0.8,679,2562,1,HOME,20,UPI,0,800001,0.34,0.8,0,1,1,102,2,0,1,528,52.0,1,0.0109,0
ORD_040015,CUS_01268,ABUSE_RING,3,0,2,2,0.6667,0.0,399,1822,1,BEAUTY,40,COD,1,160017,0.12,0.66,2,1,2,75,3,3,3,197,34.0,7,0.9559,1
ORD_040016,CUS_03506,OCCASIONAL_RTO,3,1,1,1,0.3333,0.3333,684,702,3,HOME,15,COD,1,400001,0.09,0.86,0,1,1,98,0,0,1,305,59.0,1,0.2642,0
ORD_040018,CUS_08729,LEGITIMATE,2,1,0,1,0.0,0.5,500,1954,4,BEAUTY,40,CARD,0,600001,0.1,0.95,0,1,1,194,0,0,1,487,73.0,1,0.0041,0
ORD_040019,CUS_08616,SERIAL_RETURNER,22,4,15,3,0.6818,0.1818,718,2553,2,ACCESSORIES,15,COD,1,800001,0.34,0.79,1,0,1,180,4,3,3,490,30.0,1,0.9184,1
ORD_040020,CUS_14322,OCCASIONAL_RTO,5,2,1,2,0.2,0.4,682,3037,1,ACCESSORIES,20,COD,1,500001,0.11,0.55,1,1,1,154,1,0,2,600,65.0,1,0.3067,0
ORD_040021,CUS_10955,LEGITIMATE,21,21,0,0,0.0,1.0,679,1239,1,FASHION,15,CARD,0,110001,0.09,0.81,0,1,1,107,0,0,1,442,85.0,1,0.0039,0
ORD_040022,CUS_11285,LEGITIMATE,16,15,0,1,0.0,0.9375,496,4480,2,FASHION,10,COD,1,500001,0.11,0.79,0,1,1,145,0,0,1,525,85.0,1,0.1407,0
ORD_040023,CUS_16412,OCCASIONAL_RTO,5,3,1,1,0.2,0.6,311,1748,2,ACCESSORIES,15,UPI,0,110016,0.07,0.63,0,1,1,75,1,0,1,479,65.0,1,0.0146,0
ORD_040025,CUS_02277,LEGITIMATE,8,8,0,0,0.0,1.0,437,1013,1,ACCESSORIES,5,COD,1,560001,0.08,0.8,0,1,1,108,0,1,1,389,85.0,1,0.062,0
ORD_040026,CUS_17197,OCCASIONAL_RTO,11,8,1,2,0.0909,0.7273,691,2397,1,FASHION,20,COD,1,201301,0.22,0.69,0,1,1,163,1,1,2,710,80.0,1,0.1788,0
ORD_040028,CUS_05765,LEGITIMATE,32,32,0,0,0.0,1.0,504,2835,2,FASHION,10,CARD,0,400001,0.09,0.79,0,1,1,150,2,0,1,279,85.0,1,0.0024,0
ORD_040030,CUS_01170,OCCASIONAL_RTO,7,5,1,1,0.1429,0.7143,449,2398,1,FASHION,5,CARD,0,400001,0.09,0.69,0,1,1,280,1,0,2,627,69.0,1,0.0174,0
ORD_040031,CUS_06379,LEGITIMATE,28,28,0,0,0.0,1.0,606,2227,1,ACCESSORIES,30,UPI,0,400001,0.09,0.85,0,1,1,206,0,0,1,573,93.0,1,0.0032,0
ORD_040034,CUS_11335,LEGITIMATE,23,22,0,1,0.0,0.9565,29,1892,1,HOME,40,CARD,0,560001,0.08,0.95,0,1,1,97,0,0,1,458,93.0,1,0.002,0
ORD_040036,CUS_06288,LEGITIMATE,13,12,0,1,0.0,0.9231,413,3255,3,FASHION,10,UPI,0,700001,0.12,0.89,0,1,1,91,0,0,1,436,88.0,1,0.0088,0
ORD_040037,CUS_04421,LEGITIMATE,35,34,0,1,0.0,0.9714,39,936,1,HOME,15,CARD,0,110070,0.08,0.89,1,1,1,154,2,0,1,362,93.0,1,0.0023,0
ORD_040038,CUS_12332,LEGITIMATE,27,27,0,0,0.0,1.0,89,7999,1,ELECTRONICS,0,UPI,0,600001,0.1,0.98,0,1,1,61,0,0,1,337,93.0,1,0.0021,0
ORD_040041,CUS_12837,LEGITIMATE,8,7,0,1,0.0,0.875,683,3408,1,ELECTRONICS,10,UPI,0,600001,0.1,0.93,0,1,1,107,1,1,1,404,93.0,1,0.0049,0
ORD_040044,CUS_07338,LEGITIMATE,30,30,0,0,0.0,1.0,197,8318,1,ELECTRONICS,0,COD,1,560001,0.08,0.95,0,1,1,72,0,0,1,440,93.0,1,0.0733,0
ORD_040047,CUS_04541,LEGITIMATE,23,23,0,0,0.0,1.0,58,1468,2,FASHION,0,COD,1,400001,0.09,0.93,0,1,2,173,1,0,1,263,89.0,1,0.0575,0
ORD_040048,CUS_10969,LEGITIMATE,14,13,1,0,0.0714,0.9286,722,1677,2,HOME,30,UPI,0,560038,0.09,0.92,1,1,1,81,0,0,1,357,93.0,1,0.0027,0
ORD_040049,CUS_04044,LEGITIMATE,9,9,0,0,0.0,1.0,441,5270,1,ELECTRONICS,20,UPI,0,110070,0.08,0.96,0,1,1,68,0,0,1,144,93.0,1,0.0021,0
ORD_040050,CUS_01004,ABUSE_RING,11,5,6,0,0.5455,0.4545,609,790,2,BEAUTY,15,COD,1,834001,0.33,0.7,0,1,2,25,0,1,1,45,20.0,8,0.9661,1
ORD_040051,CUS_10449,LEGITIMATE,10,10,0,0,0.0,1.0,302,2105,1,FASHION,0,UPI,0,560001,0.08,0.85,0,1,1,176,2,0,1,263,93.0,1,0.0025,0
ORD_040053,CUS_14720,LEGITIMATE,14,14,0,0,0.0,1.0,127,1385,3,BEAUTY,5,UPI,0,600001,0.1,0.85,0,1,1,157,0,0,1,350,93.0,1,0.0032,0
ORD_040054,CUS_12025,LEGITIMATE,19,17,1,1,0.0526,0.8947,305,2023,1,HOME,10,UPI,0,110016,0.07,0.81,0,1,1,149,0,0,1,547,85.0,1,0.0036,0
ORD_040055,CUS_08167,ABUSE_RING,7,1,4,2,0.5714,0.1429,499,699,1,BEAUTY,40,COD,1,411001,0.11,0.32,4,1,1,117,1,3,2,137,31.0,9,0.9754,1
ORD_040056,CUS_14500,LEGITIMATE,15,15,0,0,0.0,1.0,420,472,4,BEAUTY,30,COD,1,400050,0.08,0.88,0,1,2,167,2,0,1,417,89.0,1,0.0286,0
ORD_040057,CUS_01000,SERIAL_RETURNER,9,2,5,2,0.5556,0.2222,185,2302,1,ACCESSORIES,40,COD,1,452001,0.21,0.44,0,1,1,122,0,3,1,325,26.0,3,0.8255,1
ORD_040058,CUS_08773,LEGITIMATE,16,15,0,1,0.0,0.9375,88,1619,2,ACCESSORIES,0,CARD,0,560001,0.08,0.96,0,1,1,104,0,0,1,329,93.0,1,0.0028,0
ORD_040060,CUS_00309,OCCASIONAL_RTO,10,8,1,1,0.1,0.8,407,6213,2,ELECTRONICS,5,CARD,0,201017,0.28,0.58,1,1,1,143,0,0,2,236,70.0,2,0.0386,0
ORD_040062,CUS_00672,LEGITIMATE,32,32,0,0,0.0,1.0,44,2516,3,FASHION,5,COD,1,400001,0.09,0.8,1,1,1,119,0,0,1,332,85.0,1,0.0806,0
ORD_040063,CUS_15220,OCCASIONAL_RTO,17,13,3,1,0.1765,0.7647,415,1685,1,ACCESSORIES,10,UPI,0,110016,0.07,0.56,2,1,1,81,1,1,1,210,75.0,1,0.0138,0
ORD_040065,CUS_06927,LEGITIMATE,7,6,0,1,0.0,0.8571,591,2973,2,HOME,0,COD,1,560001,0.08,0.95,0,1,1,108,0,0,1,242,93.0,1,0.1043,0
ORD_040066,CUS_08874,ABUSE_RING,11,2,9,0,0.8182,0.1818,33,2492,1,HOME,30,CARD,0,160017,0.12,0.65,1,1,1,75,2,3,1,109,38.0,3,0.2427,0
ORD_040067,CUS_00116,LEGITIMATE,17,16,0,1,0.0,0.9412,30,802,1,HOME,0,COD,1,700001,0.12,0.79,0,1,2,132,1,0,1,356,76.0,1,0.0352,0
ORD_040069,CUS_08678,OCCASIONAL_RTO,18,14,2,2,0.1111,0.7778,534,2755,1,ELECTRONICS,30,COD,1,400001,0.09,0.83,0,1,2,59,0,2,1,485,71.0,1,0.0738,0
ORD_040070,CUS_14571,SERIAL_RETURNER,21,11,9,1,0.4286,0.5238,431,1805,1,HOME,5,COD,1,842001,0.38,0.42,2,1,1,28,2,1,1,239,20.0,3,0.9515,1
ORD_040071,CUS_05344,OCCASIONAL_RTO,12,8,2,2,0.1667,0.6667,415,2210,1,HOME,20,UPI,0,500001,0.11,0.77,0,0,2,84,0,1,1,334,71.0,2,0.0183,0
ORD_040072,CUS_04676,LEGITIMATE,26,26,0,0,0.0,1.0,22,758,1,HOME,15,COD,1,110016,0.07,0.93,0,1,1,159,0,0,1,266,93.0,1,0.0665,0
ORD_040073,CUS_14070,LEGITIMATE,34,33,0,1,0.0,0.9706,521,2751,2,ELECTRONICS,40,UPI,0,110001,0.09,0.85,0,1,1,148,0,1,1,495,93.0,1,0.0015,0
ORD_040074,CUS_02981,OCCASIONAL_RTO,6,5,1,0,0.1667,0.8333,480,2422,1,ACCESSORIES,0,UPI,0,226010,0.24,0.72,0,1,1,217,2,2,1,298,70.0,2,0.0403,0
ORD_040075,CUS_13387,LEGITIMATE,34,33,0,1,0.0,0.9706,444,1789,1,BEAUTY,5,COD,1,560001,0.08,0.92,0,1,1,178,1,0,1,558,93.0,1,0.0389,0
ORD_040076,CUS_12733,OCCASIONAL_RTO,8,5,1,2,0.125,0.625,726,1854,1,ACCESSORIES,40,COD,1,226010,0.24,0.8,0,1,2,87,0,0,2,341,66.0,1,0.2751,0
ORD_040077,CUS_09550,LEGITIMATE,6,6,0,0,0.0,1.0,396,933,4,FASHION,10,COD,1,560001,0.08,0.87,0,1,2,82,0,0,1,190,89.0,1,0.114,0
ORD_040078,CUS_03597,LEGITIMATE,30,30,0,0,0.0,1.0,446,886,2,BEAUTY,30,UPI,0,500001,0.11,0.84,0,1,1,79,0,0,1,320,85.0,1,0.0053,0
ORD_040079,CUS_01594,LEGITIMATE,26,25,0,1,0.0,0.9615,22,2161,1,FASHION,5,COD,1,400001,0.09,0.93,0,1,1,109,1,1,1,463,93.0,1,0.0674,0
ORD_040080,CUS_04244,LEGITIMATE,12,11,1,0,0.0833,0.9167,456,801,3,BEAUTY,10,UPI,0,110001,0.09,0.86,1,1,1,161,1,0,1,415,93.0,1,0.0035,0
ORD_040081,CUS_16782,LEGITIMATE,17,16,1,0,0.0588,0.9412,464,2244,1,FASHION,15,UPI,0,560001,0.08,0.94,0,1,1,139,1,0,1,534,93.0,1,0.0022,0
ORD_040082,CUS_14059,SERIAL_RETURNER,15,6,8,1,0.5333,0.4,400,2088,3,ELECTRONICS,10,COD,1,282001,0.32,0.65,0,1,1,106,0,3,3,445,30.0,2,0.6664,1
